id,grade_level,sex,race,gpa,econ_dis,disability,dis_cat,lang,iss_off,iss_days,subj_off,days_absent
14161,8th Grade,Female,White,2.67,Yes,Yes,Specific Learning Disability,English,0,0,0,3
14162,4th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,0
14163,4th Grade,Male,Black,2.67,No,No,Not Applicable,Spanish,0,0,0,3
14164,8th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,4
14165,8th Grade,Female,White,2.67,No,No,Not Applicable,English,,,,27
14166,4th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,Other,0,0,0,1
14167,8th Grade,Male,Hispanic,3.33,Yes,No,Not Applicable,Other,0,0,0,1
14168,8th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,1
14169,10th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,2,1
14170,2nd Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,2,3
14171,2nd Grade,Male,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,1
14172,5th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,1
14173,Pre-K,Male,White,3,No,No,Not Applicable,English,0,0,0,0
14174,7th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,1,1
14175,2nd Grade,Male,Asian,2.67,Yes,No,Not Applicable,Spanish,0,0,2,1
14176,5th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,1
14177,11th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,1,4
14178,4th Grade,Male,White,4,No,No,Not Applicable,English,0,0,0,2
14179,1st Grade,Female,White,3.33,Yes,Yes,Other,English,1,1,2,6
14180,Kindergarten,Male,White,2,Yes,No,Not Applicable,English,0,0,0,1
14181,10th Grade,Male,Hispanic,2,Yes,No,Not Applicable,English,0,0,0,2
14182,8th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
14183,5th Grade,Female,White,3.33,Yes,No,Not Applicable,Spanish,1,1,1,10
14184,5th Grade,Female,White,2.67,No,No,Not Applicable,English,9,5,4,7
14185,7th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
14186,8th Grade,Female,White,2.67,No,No,Not Applicable,Other,0,0,0,0
14187,4th Grade,Female,,2.33,No,No,Not Applicable,Other,0,0,0,2
14188,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,0
14189,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
14190,Pre-K,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,3
14191,11th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,2
14192,7th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,0
14193,4th Grade,Female,Black,3,No,Yes,Specific Learning Disability,English,0,0,0,1
14194,1st Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,2
14195,1st Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
14196,7th Grade,Male,Asian,3.33,No,No,Not Applicable,English,0,0,0,0
14197,1st Grade,Male,White,2.33,No,Yes,Intellectual Disability,English,0,0,0,2
14198,3rd Grade,Male,White,4,No,No,Not Applicable,Other,0,0,0,3
14199,8th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,3
14200,12th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,0
14201,8th Grade,Male,Asian,3,No,No,Not Applicable,English,0,0,0,5
14202,5th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
14203,6th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
14204,4th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,1
14205,10th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,1
14206,5th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,0
14207,4th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,1
14208,1st Grade,Female,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,3
14209,6th Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,4
14210,6th Grade,Female,White,2.33,Yes,Yes,Specific Learning Disability,English,0,0,0,0
14211,12th Grade,Female,White,1.67,Yes,No,Not Applicable,English,0,0,0,3
14212,6th Grade,Male,Asian,3,Yes,No,Not Applicable,English,0,0,0,0
14213,7th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
14214,Pre-K,Female,Native,2.67,No,No,Not Applicable,Spanish,0,0,0,3
14215,11th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
14216,2nd Grade,,White,3.67,Yes,No,Not Applicable,English,0,0,0,4
14217,8th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,5
14218,Pre-K,Female,White,3,Yes,Yes,Emotional Disturbance,English,0,0,0,0
14219,Kindergarten,Male,White,3,No,No,Not Applicable,English,0,0,0,2
14220,11th Grade,Male,Asian,3,Yes,No,Not Applicable,English,0,0,0,0
14221,12th Grade,Female,Hispanic,2.67,No,No,Not Applicable,Other,0,0,0,0
14222,7th Grade,Female,Black,2.67,Yes,No,Not Applicable,Spanish,0,0,0,1
14223,1st Grade,Female,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,5
14224,4th Grade,Female,Multi-racial,3,No,No,Not Applicable,English,0,0,0,0
14225,Kindergarten,Male,Native,3,No,Yes,Developmental Delay,English,0,0,0,5
14226,8th Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,0
14227,8th Grade,Male,Asian,3,Yes,No,Not Applicable,Spanish,0,0,0,4
14228,8th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,0
14229,8th Grade,Male,Black,2.33,No,No,Not Applicable,English,0,0,0,4
14230,8th Grade,Male,Multi-racial,3,No,No,Not Applicable,Other,0,0,0,1
14231,7th Grade,Female,Asian,2.33,No,Yes,Specific Learning Disability,English,0,0,0,0
14232,7th Grade,Female,Multi-racial,2,No,No,Not Applicable,English,0,0,2,3
14233,2nd Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,3
14234,7th Grade,Male,Black,2.33,No,No,Not Applicable,English,0,0,0,0
14235,2nd Grade,Female,Black,2,No,No,Not Applicable,English,0,0,0,3
14236,4th Grade,Male,White,3,No,No,Not Applicable,English,0,0,2,1
14237,8th Grade,Male,Black,2.33,Yes,Yes,Other,English,0,0,0,2
14238,4th Grade,Female,Hispanic,3,No,Yes,Developmental Delay,Other,0,0,0,1
14239,6th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,0
14240,3rd Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,5
14241,9th Grade,Male,,3,Yes,No,Not Applicable,English,0,0,0,0
14242,8th Grade,Female,Hispanic,3,No,No,Not Applicable,Spanish,0,0,0,0
14243,3rd Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,0
14244,10th Grade,Female,White,3.67,No,Yes,Specific Learning Disability,English,1,1,1,6
14245,12th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,1
14246,3rd Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,1
14247,12th Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,1
14248,8th Grade,Male,White,3.67,Yes,No,Not Applicable,English,1,1,3,12
14249,3rd Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
14250,Pre-K,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
14251,Pre-K,Female,Black,3,Yes,No,Not Applicable,Other,0,0,0,0
14252,9th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,0
14253,5th Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,4
14254,6th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,2
14255,Pre-K,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
14256,Pre-K,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,1
14257,11th Grade,Female,Asian,2.33,No,No,Not Applicable,English,4,11,7,10
14258,1st Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,4
14259,2nd Grade,Male,Black,3.33,No,No,Not Applicable,Spanish,0,0,0,2
14260,8th Grade,Female,Asian,3,No,No,Not Applicable,English,0,0,0,2
14261,4th Grade,Male,White,2,Yes,No,Not Applicable,Spanish,0,0,0,0
14262,Pre-K,Female,White,2.33,No,No,Not Applicable,English,0,0,0,1
14263,Kindergarten,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,0
14264,9th Grade,Male,Black,2.67,No,No,Not Applicable,English,0,0,0,1
14265,11th Grade,Female,Native,1.67,Yes,No,Not Applicable,English,0,0,0,0
14266,Kindergarten,Female,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,3
14267,3rd Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,0
14268,Kindergarten,Female,White,3,No,No,Not Applicable,English,0,0,0,4
14269,3rd Grade,Male,Asian,3.67,Yes,No,Not Applicable,English,0,0,0,2
14270,2nd Grade,Female,Hispanic,3,Yes,No,Not Applicable,Other,0,0,0,0
14271,3rd Grade,Female,White,3,No,No,Not Applicable,Spanish,,,,9
14272,5th Grade,Female,Black,3.33,Yes,Yes,Specific Learning Disability,Other,0,0,0,1
14273,5th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,0,1
14274,7th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,1
14275,6th Grade,Male,Black,4,Yes,No,Not Applicable,English,0,0,0,0
14276,4th Grade,Female,Black,2,Yes,No,Not Applicable,English,0,0,0,1
14277,11th Grade,Male,Hispanic,3,Yes,No,Not Applicable,Spanish,,,,11
14278,Kindergarten,Female,White,3.33,No,No,Not Applicable,English,0,0,1,4
14279,12th Grade,Female,Black,2.33,No,No,Not Applicable,English,0,0,0,4
14280,12th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,3
14281,1st Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,1
14282,3rd Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,0
14283,7th Grade,Female,White,3,Yes,Yes,Developmental Delay,English,0,0,0,2
14284,6th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,1
14285,5th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
14286,12th Grade,Female,Hispanic,3,No,No,Not Applicable,English,1,1,4,10
14287,10th Grade,Male,Black,1.67,No,No,Not Applicable,Spanish,0,0,0,0
14288,7th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,0
14289,6th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,1,1,6,8
14290,3rd Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,Spanish,0,0,0,1
14291,Pre-K,Female,White,2.33,No,No,Not Applicable,Other,0,0,0,1
14292,1st Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,2
14293,1st Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,0
14294,2nd Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,2
14295,6th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,4
14296,2nd Grade,,White,3,Yes,No,Not Applicable,Other,0,0,0,4
14297,10th Grade,Male,Asian,3.33,No,No,Not Applicable,English,0,0,0,3
14298,9th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,1
14299,8th Grade,Female,,2.33,Yes,No,Not Applicable,English,2,2,8,15
14300,Pre-K,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,4
14301,3rd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
14302,1st Grade,Male,White,3,Yes,No,Not Applicable,English,1,2,1,13
14303,5th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,4
14304,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
14305,9th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,3
14306,11th Grade,Male,Hispanic,2,Yes,Yes,Specific Learning Disability,English,0,0,0,0
14307,9th Grade,Female,White,2,Yes,No,Not Applicable,Spanish,0,0,0,1
14308,12th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
14309,5th Grade,Male,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,2
14310,2nd Grade,Female,Hispanic,3.67,Yes,No,Not Applicable,English,1,1,1,6
14311,3rd Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,0
14312,3rd Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,4
14313,12th Grade,Male,Hispanic,2.67,No,Yes,Speech/Language Impairments,English,0,0,0,0
14314,4th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
14315,5th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,0
14316,2nd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,3
14317,9th Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,2
14318,11th Grade,Male,White,3,No,Yes,Specific Learning Disability,Other,0,0,0,3
14319,10th Grade,Female,White,3,No,No,Not Applicable,Other,0,0,0,0
14320,4th Grade,Female,Hispanic,2,No,No,Not Applicable,English,0,0,0,0
14321,10th Grade,Male,Hispanic,2.33,No,No,Not Applicable,Arabic,0,0,0,0
14322,8th Grade,Female,Black,3,No,Yes,Intellectual Disability,English,0,0,0,0
14323,11th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,3
14324,8th Grade,Female,Hispanic,3.67,Yes,No,Not Applicable,English,0,0,0,1
14325,3rd Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,12,17,8,6
14326,12th Grade,Male,White,3.33,Yes,No,Not Applicable,English,1,1,15,15
14327,8th Grade,Male,White,3,No,No,Not Applicable,Other,0,0,0,1
14328,8th Grade,Female,White,2.67,No,No,Not Applicable,Spanish,1,1,1,12
14329,9th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,4
14330,9th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,1
14331,4th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,1
14332,1st Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,1
14333,Kindergarten,Female,White,3.33,No,No,Not Applicable,English,0,0,0,1
14334,Pre-K,Female,White,2.67,No,No,Not Applicable,English,0,0,1,4
14335,8th Grade,Male,,2.67,No,No,Not Applicable,English,0,0,0,4
14336,9th Grade,Female,Asian,3.33,Yes,No,Not Applicable,English,0,0,1,5
14337,4th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
14338,Pre-K,Male,Hispanic,3.33,No,Yes,Specific Learning Disability,English,0,0,0,0
14339,1st Grade,Female,White,3,No,Yes,Other,Spanish,0,0,0,2
14340,6th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
14341,5th Grade,Male,Hispanic,2.67,Yes,Yes,Speech/Language Impairments,English,1,6,6,6
14342,10th Grade,Female,White,3,No,Yes,Specific Learning Disability,English,0,0,0,0
14343,4th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,1
14344,6th Grade,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,4
14345,10th Grade,Female,Asian,2.67,No,Yes,Specific Learning Disability,English,0,0,0,1
14346,8th Grade,Female,Native,3.67,No,No,Not Applicable,Other,,,,21
14347,6th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
14348,11th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,1,3
14349,11th Grade,Male,Black,3,No,No,Not Applicable,Spanish,0,0,0,2
14350,4th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,2,2
14351,5th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
14352,8th Grade,Male,White,2.67,Yes,Yes,Autism,English,0,0,0,1
14353,7th Grade,Female,White,3,No,No,Not Applicable,English,0,0,1,1
14354,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,1,1
14355,7th Grade,Male,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,1
14356,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,Other,0,0,0,1
14357,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,0
14358,3rd Grade,Female,Black,3,No,No,Not Applicable,Spanish,0,0,0,2
14359,8th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,0
14360,11th Grade,Male,White,2.33,No,No,Not Applicable,English,4,3,2,7
14361,6th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,3
14362,11th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,English,0,0,0,4
14363,7th Grade,Male,White,3,Yes,No,Not Applicable,Spanish,9,5,2,6
14364,7th Grade,Male,White,2.33,No,Yes,Speech/Language Impairments,Other,0,0,0,1
14365,10th Grade,Male,Hispanic,3.33,Yes,Yes,Speech/Language Impairments,English,0,0,0,1
14366,7th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,1
14367,8th Grade,Male,Asian,3,Yes,No,Not Applicable,English,0,0,0,1
14368,Kindergarten,Male,Hispanic,3,No,No,Not Applicable,Other,,,,14
14369,8th Grade,Female,White,3,Yes,Yes,Speech/Language Impairments,English,0,0,0,3
14370,4th Grade,Male,White,3.33,Yes,Yes,Autism,Other,,,,7
14371,7th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,1
14372,6th Grade,Female,Multi-racial,2.33,Yes,No,Not Applicable,Other,0,0,0,4
14373,7th Grade,Female,Asian,3.33,No,No,Not Applicable,English,0,0,0,4
14374,6th Grade,Male,Hispanic,3,Yes,No,Not Applicable,Spanish,0,0,0,3
14375,12th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,6,4,3,14
14376,7th Grade,Female,Hispanic,3,No,No,Not Applicable,Chinese,0,0,0,0
14377,Kindergarten,Male,Black,2,No,Yes,Autism,English,0,0,0,2
14378,9th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
14379,6th Grade,Female,,1.67,Yes,Yes,Specific Learning Disability,Other,0,0,0,1
14380,2nd Grade,Female,White,2.33,No,Yes,Other,Spanish,0,0,0,0
14381,4th Grade,Female,White,2.33,No,No,Not Applicable,English,2,2,3,6
14382,Kindergarten,Male,White,2.67,Yes,No,Not Applicable,English,1,1,3,7
14383,Kindergarten,Male,White,3,Yes,No,Not Applicable,English,0,0,0,1
14384,12th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,1
14385,10th Grade,Male,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,1
14386,4th Grade,Male,Hispanic,2.67,No,No,Not Applicable,Spanish,0,0,0,2
14387,Kindergarten,Female,White,3,No,No,Not Applicable,English,,,,29
14388,3rd Grade,Female,,3.33,Yes,No,Not Applicable,English,0,0,0,2
14389,Kindergarten,Male,Black,2,No,No,Not Applicable,Other,0,0,0,4
14390,8th Grade,Female,White,2.67,Yes,Yes,Other,Spanish,0,0,0,0
14391,8th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,4
14392,1st Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,0
14393,5th Grade,Female,White,3,No,Yes,Specific Learning Disability,English,0,0,0,1
14394,Pre-K,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
14395,Kindergarten,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,1
14396,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
14397,10th Grade,Male,White,3,No,No,Not Applicable,English,1,1,1,6
14398,3rd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,3
14399,7th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,2
14400,6th Grade,Female,White,2,No,No,Not Applicable,English,,,,21
14401,7th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,0,5
14402,7th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,3
14403,6th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,0,0
14404,7th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
14405,Pre-K,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,3
14406,8th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
14407,5th Grade,Male,White,2,No,No,Not Applicable,English,1,1,2,9
14408,1st Grade,Female,White,3.33,No,No,Not Applicable,Spanish,0,0,0,1
14409,Pre-K,Male,White,3.67,Yes,No,Not Applicable,English,0,0,0,5
14410,5th Grade,Male,,3.67,Yes,No,Not Applicable,English,2,2,3,6
14411,9th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,2
14412,Kindergarten,Female,Black,3,Yes,No,Not Applicable,Other,0,0,0,1
14413,2nd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,0
14414,4th Grade,Female,White,2.67,Yes,No,Not Applicable,English,,,,6
14415,9th Grade,Male,Black,2.67,No,Yes,Intellectual Disability,English,0,0,0,4
14416,9th Grade,Female,White,3.33,No,No,Not Applicable,Spanish,0,0,0,3
14417,7th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,2
14418,1st Grade,Male,White,3.67,Yes,No,Not Applicable,Other,0,0,0,4
14419,6th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,2
14420,12th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,3
14421,7th Grade,Female,White,2.33,Yes,Yes,Speech/Language Impairments,English,0,0,0,1
14422,Kindergarten,Male,Black,2.67,Yes,No,Not Applicable,English,0,0,0,2
14423,12th Grade,Female,Multi-racial,3.33,Yes,No,Not Applicable,English,0,0,0,2
14424,8th Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,1
14425,7th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,2
14426,6th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,5
14427,5th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
14428,4th Grade,Male,White,3,Yes,No,Not Applicable,Other,0,0,0,3
14429,12th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,2,3
14430,9th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,3
14431,11th Grade,Female,Multi-racial,2.67,Yes,No,Not Applicable,Spanish,0,0,0,0
14432,5th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
14433,9th Grade,Male,Black,3.33,Yes,No,Not Applicable,English,0,0,0,0
14434,5th Grade,Male,White,3,No,No,Not Applicable,English,,,,7
14435,1st Grade,Male,White,2.67,No,No,Not Applicable,English,,,,17
14436,10th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,3
14437,1st Grade,Male,Black,2.33,No,No,Not Applicable,English,0,0,0,4
14438,2nd Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,5
14439,8th Grade,Male,White,2.67,No,No,Not Applicable,Spanish,0,0,0,1
14440,12th Grade,Female,Asian,2.33,No,No,Not Applicable,English,0,0,0,2
14441,3rd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,3
14442,7th Grade,Male,Multi-racial,2.33,No,Yes,Specific Learning Disability,English,0,0,0,0
14443,5th Grade,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,1,2
14444,11th Grade,Male,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,4
14445,11th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,2
14446,1st Grade,Male,White,3.33,No,Yes,Speech/Language Impairments,English,0,0,0,2
14447,4th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
14448,8th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,0
14449,3rd Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,4
14450,3rd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,4
14451,7th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,1
14452,11th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,1
14453,11th Grade,Male,Hispanic,2.67,No,No,Not Applicable,Spanish,0,0,0,1
14454,2nd Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,2
14455,8th Grade,Female,White,2.67,Yes,No,Not Applicable,English,,,,23
14456,12th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,4
14457,4th Grade,Male,Black,2.33,Yes,No,Not Applicable,English,0,0,0,3
14458,8th Grade,Female,Asian,3,Yes,No,Not Applicable,Spanish,0,0,0,5
14459,5th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,3
